,installation_cost,meter_id,n_batteries,n_panels,savings per year,time for return
78,21700,meter_214,1,28,809.0749608538624,26.82075339113049
79,26500,meter_214,2,28,882.3287664257375,30.034156210671853
80,34900,meter_214,0,58,785.7752696815412,44.41473452599782
81,123100,meter_214,0,205,836.539514940122,147.1538376866887
82,700,meter_213,0,1,28.70110952478757,24.389301026688482
83,5500,meter_213,1,1,53.44364165497501,102.9121487548933
84,1300,meter_213,0,2,43.70866223320883,29.742388203597095
85,6100,meter_213,1,2,96.30646028668872,63.33946842030419
86,2500,meter_213,0,4,60.620416081927544,41.2402316180293
87,5500,meter_213,0,9,85.60697073716443,64.24710455981936
88,18100,meter_213,0,30,121.3806914037063,149.1176215152728
89,1300,meter_212,0,2,346.03553484551253,3.756839599090263
90,6100,meter_212,1,2,347.1073245791474,17.573815267067573
91,1900,meter_212,0,3,419.5128508614887,4.5290626880637
92,6700,meter_212,1,3,430.0712416018414,15.578814279804458
93,11500,meter_212,2,3,430.3009126343841,26.725483637937952
94,3100,meter_212,0,5,522.1676098854687,5.9367910634670515
95,7900,meter_212,1,5,572.5306816268217,13.798387149405661
96,12700,meter_212,2,5,588.9605426501248,21.56341398161286
97,17500,meter_212,3,5,593.9019415948499,29.46614377620306
98,22300,meter_212,4,5,594.6933097369342,37.4983199489238
99,4300,meter_212,0,7,594.0475150102898,7.238478221604071
100,9100,meter_212,1,7,666.2475730337273,13.658586339854978
101,13900,meter_212,2,7,711.4006051161737,19.53892068693151
102,18700,meter_212,3,7,737.6594265309518,25.350452156413077
103,23500,meter_212,4,7,749.537460641128,31.35266912463445
104,5500,meter_212,0,9,650.1597319579223,8.459459621464152
105,10300,meter_212,1,9,729.571660915525,14.117872927074409
106,15100,meter_212,2,9,787.1661983501506,19.182734258214623
107,19900,meter_212,3,9,832.8381516342143,23.894198363693786
108,24700,meter_212,4,9,864.12837029913,28.5837160877495
109,29500,meter_212,5,9,883.0207639612349,33.408047923655694
110,7900,meter_212,0,13,716.1219480311611,11.031640660811366
111,12700,meter_212,1,13,799.5070781952318,15.884787447621301
112,17500,meter_212,2,13,867.2860080484855,20.17788807567349
113,22300,meter_212,3,13,926.8146892698743,24.06090479378082
114,27100,meter_212,4,13,976.7086010182907,27.746248954648554
115,31900,meter_212,5,13,1036.5566894225224,30.774969015705118
116,12100,meter_212,0,20,770.425960664425,15.705597445814012
117,16900,meter_212,1,20,851.9326005257624,19.837250023734647
118,21700,meter_212,2,20,923.6957102200874,23.492585014636017
119,26500,meter_212,3,20,988.2133528048499,26.816071574812202
120,31300,meter_212,4,20,1043.8568793556374,29.984953511367557
121,36100,meter_212,5,20,1109.95583310015,32.52381664518244
122,25300,meter_212,0,42,826.697842795935,30.603684551098002
123,91300,meter_212,0,152,879.739478229425,103.78072402042427
124,700,meter_211,0,1,52.538003288046866,13.323688686114568
125,5500,meter_211,1,1,66.83399849200998,82.29344531372796
126,700,meter_211,0,1,52.538003288046866,13.323688686114568
127,5500,meter_211,1,1,66.83399849200998,82.29344531372796
128,1300,meter_211,0,2,87.43657016048383,14.867920798058972
129,6100,meter_211,1,2,137.7298407806187,44.2896032219794
130,1900,meter_211,0,3,107.70336094999004,17.641046511837526
131,6700,meter_211,1,3,176.43035534586318,37.97532452318499
132,3700,meter_211,0,6,140.8296909830001,26.272868840183968
133,8500,meter_211,1,6,218.08809022295753,38.97507649918074
134,7300,meter_211,0,12,166.94169012203247,43.72784290529096
135,24700,meter_211,0,41,191.05609500295748,129.28140292837898
136,700,meter_210,0,1,158.23440184226808,4.423816767088216
137,5500,meter_210,1,1,160.94958899288065,34.17219040082969
138,700,meter_210,0,1,158.23440184226808,4.423816767088216
139,5500,meter_210,1,1,160.94958899288065,34.17219040082969
140,1300,meter_210,0,2,177.81513923422375,7.310963541116703
141,6100,meter_210,1,2,207.66926140984123,29.37362977355361
142,10900,meter_210,2,2,215.9530778341025,50.47392752778221
143,1900,meter_210,0,3,188.134100952525,10.099179204515712
144,6700,meter_210,1,3,224.73534199696627,29.812845369423222
145,11500,meter_210,2,3,241.54308455098374,47.61055370878414
146,4900,meter_210,0,8,212.292182052735,23.081396369004313
147,9700,meter_210,1,8,251.771484239525,38.527000106063724
148,16300,meter_210,0,27,215.30622386942122,75.70612547589712
149,700,meter_209,0,1,123.23397502355749,5.680251731441654
150,5500,meter_209,1,1,131.79358039391502,41.73192642282854
151,700,meter_209,0,1,123.23397502355749,5.680251731441654
152,5500,meter_209,1,1,131.79358039391502,41.73192642282854
153,1300,meter_209,0,2,166.80643520757252,7.793464313186065
154,6100,meter_209,1,2,206.5926641554313,29.52670185525381
155,10900,meter_209,2,2,211.8615358195775,51.44869717777606
156,1300,meter_209,0,2,166.80643520757252,7.793464313186065
157,6100,meter_209,1,2,206.5926641554313,29.52670185525381
158,10900,meter_209,2,2,211.8615358195775,51.44869717777606
159,2500,meter_209,0,4,200.85013896485503,12.447091213800219
160,7300,meter_209,1,4,267.63923737164254,27.275522347507124
161,12100,meter_209,2,4,306.5274630039825,39.474440173873724
162,3700,meter_209,0,6,214.41356716372252,17.25637070892414
163,8500,meter_209,1,6,285.0995075806088,29.814151810124457
164,13300,meter_209,2,6,332.37433090940755,40.015123802159884
165,7900,meter_209,0,13,232.63753994134498,33.95840586171875
166,27100,meter_209,0,45,248.8281918610563,108.91048878871581
167,1300,meter_208,0,2,87.05245600740636,14.933524677229059
168,6100,meter_208,1,2,90.10221023631516,67.70089195371848
169,1300,meter_208,0,2,87.05245600740636,14.933524677229059
170,6100,meter_208,1,2,90.10221023631516,67.70089195371848
171,1900,meter_208,0,3,144.86599922354685,13.115568940839292
172,6700,meter_208,1,3,172.40611572005196,38.861730467144596
173,2500,meter_208,0,4,183.17304597036764,13.648296269552842
174,7300,meter_208,1,4,237.88456420212265,30.687152924295802
175,3700,meter_208,0,6,236.53454264960624,15.642535582978454
176,8500,meter_208,1,6,314.44383965402267,27.03185411217599
177,13300,meter_208,2,6,365.85790774172256,36.35291111266382
178,6700,meter_208,0,11,318.58933779550057,21.030207873123064
179,11500,meter_208,1,11,405.00748539433994,28.394536927639496
180,16300,meter_208,2,11,472.57356171174433,34.49198457264207
181,11500,meter_208,0,19,393.33295249262505,29.237316444305854
182,16300,meter_208,1,19,480.93741761015644,33.89214355788103
183,27100,meter_208,0,45,585.9499360339219,46.249685055740194
184,89500,meter_208,0,149,722.9095578537438,123.80525202311308
185,700,meter_207,0,1,284.27121747498313,2.4624371268315355
186,5500,meter_207,1,1,287.1921892529219,19.150938659951887
187,10300,meter_207,2,1,287.30590740840495,35.85028965435982
188,700,meter_207,0,1,284.27121747498313,2.4624371268315355
189,5500,meter_207,1,1,287.1921892529219,19.150938659951887
190,10300,meter_207,2,1,287.30590740840495,35.85028965435982
191,1300,meter_207,0,2,321.4928195366087,4.043636190300567
192,6100,meter_207,1,2,347.7784262064424,17.53990339923794
193,10900,meter_207,2,2,348.40381019009,31.285536154305927
194,1300,meter_207,0,2,321.4928195366087,4.043636190300567
195,6100,meter_207,1,2,347.7784262064424,17.53990339923794
196,10900,meter_207,2,2,348.40381019009,31.285536154305927
197,2500,meter_207,0,4,346.8683871311399,7.207344608936154
198,7300,meter_207,1,4,397.49239132754496,18.36513140696722
199,12100,meter_207,2,4,436.70773804972,27.707317607965976
200,16900,meter_207,3,4,436.21239746637497,38.74259442913408
201,3700,meter_207,0,6,357.33592967486493,10.35440237808322
202,8500,meter_207,1,6,411.3218042629487,20.665084884647015
203,13300,meter_207,2,6,457.87950152033875,29.04694347713494
204,18100,meter_207,3,6,468.2235202106587,38.65675092924982
205,8500,meter_207,0,14,372.9764015664637,22.78964557623712
206,13300,meter_207,1,14,432.21583510356993,30.771662951249763
207,28900,meter_207,0,48,386.23251146314,74.82539439914049
208,700,meter_206,0,1,46.28326254933873,15.12425791621298
209,5500,meter_206,1,1,54.416926616021215,101.0714926774404
210,1300,meter_206,0,2,60.55031372849999,21.469748378663024
211,6100,meter_206,1,2,87.91100879250871,69.38835174099161
212,6700,meter_206,0,11,92.0759607705256,72.76600693527311
213,700,meter_205,0,1,86.92705524181878,8.052728785677818
214,5500,meter_205,1,1,89.58585666518877,61.39361953701323
215,700,meter_205,0,1,86.92705524181878,8.052728785677818
216,5500,meter_205,1,1,89.58585666518877,61.39361953701323
217,700,meter_205,0,1,86.92705524181878,8.052728785677818
218,5500,meter_205,1,1,89.58585666518877,61.39361953701323
219,1300,meter_205,0,2,138.74435135035628,9.369750821186578
220,6100,meter_205,1,2,173.51918335515631,35.15461450457968
221,1300,meter_205,0,2,138.74435135035628,9.369750821186578
222,6100,meter_205,1,2,173.51918335515631,35.15461450457968
223,2500,meter_205,0,4,169.45447575994,14.753224951943194
224,7300,meter_205,1,4,239.03985286018752,30.53884075250712
225,3700,meter_205,0,6,181.49803771972753,20.385895332453153
226,8500,meter_205,1,6,254.18537089119752,33.440162076197424
227,8500,meter_205,0,14,198.79871263254503,42.75681611535988
228,34900,meter_205,0,58,214.96021864555004,162.35562198393063
229,700,meter_204,0,1,99.31756141222615,7.048098946918252
230,5500,meter_204,1,1,110.36911933542001,49.832779613698726
231,700,meter_204,0,1,99.31756141222615,7.048098946918252
232,5500,meter_204,1,1,110.36911933542001,49.832779613698726
233,1300,meter_204,0,2,133.24016537862497,9.756817670601244
234,6100,meter_204,1,2,187.3933285880562,32.55185254438558
235,1900,meter_204,0,3,153.14502622344617,12.406540694490502
236,6700,meter_204,1,3,228.83889102234934,29.278240119358255
237,11500,meter_204,2,3,259.21641127745124,44.36447500884125
238,3700,meter_204,0,6,187.53345284902252,19.72981323486193
239,8500,meter_204,1,6,273.39062682702615,31.091043971225602
240,7900,meter_204,0,13,219.49564375453872,35.99160267998095
241,27100,meter_204,0,45,246.33327353928746,110.01355850401528
242,700,meter_203,0,1,63.250724230712535,11.067066954785986
243,5500,meter_203,1,1,76.60434185931558,71.79749693693327
244,700,meter_203,0,1,63.250724230712535,11.067066954785986
245,5500,meter_203,1,1,76.60434185931558,71.79749693693327
246,700,meter_203,0,1,63.250724230712535,11.067066954785986
247,5500,meter_203,1,1,76.60434185931558,71.79749693693327
248,1300,meter_203,0,2,89.09665097917124,14.590896354835046
249,6100,meter_203,1,2,144.89240954235748,42.10020400148526
250,2500,meter_203,0,4,109.05294317522248,22.924644922082358
251,7300,meter_203,1,4,179.82211305329747,40.595674670091064
252,5500,meter_203,0,9,128.49466564642998,42.80333329271408
253,20500,meter_203,0,34,145.25292081060374,141.13313443610602
254,700,meter_202,0,1,220.31060865306313,3.177332241418904
255,5500,meter_202,1,1,222.86618557806332,24.678485817551337
256,1300,meter_202,0,2,290.6556834799876,4.47264606848642
257,6100,meter_202,1,2,307.265824876745,19.852516961321427
258,10900,meter_202,2,2,307.7987340705163,35.412751234716985
259,1300,meter_202,0,2,290.6556834799876,4.47264606848642
260,6100,meter_202,1,2,307.265824876745,19.852516961321427
261,10900,meter_202,2,2,307.7987340705163,35.412751234716985
262,1900,meter_202,0,3,341.0384676594332,5.571219027108028
263,6700,meter_202,1,3,382.87409146052505,17.4992253313405
264,11500,meter_202,2,3,390.6229808371759,29.440152177819684
265,16300,meter_202,3,3,391.2263591098107,41.66385935009267
266,3100,meter_202,0,5,399.49333536136567,7.759829077488525
267,7900,meter_202,1,5,469.10915772099384,16.84043014291054
268,12700,meter_202,2,5,510.5325846763251,24.875983201056073
269,17500,meter_202,3,5,532.1552527903126,32.88514001927103
270,4300,meter_202,0,7,432.2171624398195,9.94870258211627
271,9100,meter_202,1,7,508.97684907059624,17.879005728093166
272,13900,meter_202,2,7,565.0787489592207,24.598341426927565
273,18700,meter_202,3,7,604.5812336513626,30.93050025231767
274,7300,meter_202,0,12,475.00064503805254,15.368400182730685
275,12100,meter_202,1,12,552.6021020060226,21.89640603261427
276,16900,meter_202,2,12,616.3870169429651,27.417839012601675
277,21700,meter_202,3,12,668.3227903012526,32.469340137598074
278,16900,meter_202,0,28,518.43046738117,32.598392770721304
279,63100,meter_202,0,105,556.6195602152563,113.36288644904594
280,700,meter_201,0,1,76.60367906067131,9.13794231012833
281,5500,meter_201,1,1,83.27705850441635,66.04459978264391
282,700,meter_201,0,1,76.60367906067131,9.13794231012833
283,5500,meter_201,1,1,83.27705850441635,66.04459978264391
284,700,meter_201,0,1,76.60367906067131,9.13794231012833
285,5500,meter_201,1,1,83.27705850441635,66.04459978264391
286,1300,meter_201,0,2,117.13555381020001,11.098252901987797
287,6100,meter_201,1,2,162.6130471548413,37.51236513138787
288,1900,meter_201,0,3,137.67659522371815,13.80045749179508
289,6700,meter_201,1,3,212.0275392572688,31.599668719780738
290,3700,meter_201,0,6,171.88289344310255,21.526284122188056
291,8500,meter_201,1,6,260.90795942943004,32.57853849529288
292,7900,meter_201,0,13,205.10447254301317,38.51695627136197
293,27100,meter_201,0,45,227.88404620627819,118.92012824570163
294,700,meter_200,0,1,246.47497339641882,2.8400449358164765
295,5500,meter_200,1,1,249.24859810180254,22.06632270707333
296,700,meter_200,0,1,246.47497339641882,2.8400449358164765
297,5500,meter_200,1,1,249.24859810180254,22.06632270707333
298,700,meter_200,0,1,246.47497339641882,2.8400449358164765
299,5500,meter_200,1,1,249.24859810180254,22.06632270707333
300,1300,meter_200,0,2,294.59720021013754,4.41280500654013
301,6100,meter_200,1,2,332.8955073055988,18.324068262057338
302,10900,meter_200,2,2,333.4520366112875,32.68835935378129
303,1300,meter_200,0,2,294.59720021013754,4.41280500654013
304,6100,meter_200,1,2,332.8955073055988,18.324068262057338
305,10900,meter_200,2,2,333.4520366112875,32.68835935378129
306,2500,meter_200,0,4,328.7880487218825,7.603682705981559
307,7300,meter_200,1,4,401.17643634231,18.196482491736283
308,12100,meter_200,2,4,442.5460243312575,27.34178895468469
309,16900,meter_200,3,4,462.60212060653004,36.53247412234504
310,3700,meter_200,0,6,343.589501723155,10.768664296912222
311,8500,meter_200,1,6,419.5330202284375,20.26062214452563
312,13300,meter_200,2,6,466.61979473587627,28.50286282331482
313,18100,meter_200,3,6,499.0821551754388,36.26657417482185
314,8500,meter_200,0,14,366.6203948629863,23.184743999789283
315,13300,meter_200,1,14,443.51121552854755,29.987967686792167
316,18100,meter_200,2,14,494.5726920909475,36.59724907874932
317,32500,meter_200,0,54,386.7742192402063,84.02835138247893
318,1300,meter_199,0,2,192.98696101033374,6.736206390287631
319,6100,meter_199,1,2,196.6041793776419,31.026807361419195
320,1900,meter_199,0,3,253.79752072915312,7.486282744375727
321,6700,meter_199,1,3,267.2984766416564,25.065612360305746
322,11500,meter_199,2,3,268.8239476031656,42.77892688703519
323,3100,meter_199,0,5,361.52884001703137,8.57469628108773
324,7900,meter_199,1,5,411.5425016363124,19.196073233236486
325,12700,meter_199,2,5,431.7121072678906,29.4177526786833
326,17500,meter_199,3,5,438.37682734003124,39.91999327652863
327,4300,meter_199,0,7,438.05876539667497,9.816034604640828
328,9100,meter_199,1,7,504.69865689772814,18.03056115888182
329,13900,meter_199,2,7,548.0822673018156,25.361156215524133
330,18700,meter_199,3,7,578.9518995233971,32.299747207659486
331,6100,meter_199,0,10,515.1672416965625,11.840814994197451
332,10900,meter_199,1,10,589.5882782474062,18.487477451894122
333,15700,meter_199,2,10,646.990089624125,24.266214045289416
334,20500,meter_199,3,10,695.7256593090938,29.46563738982689
335,25300,meter_199,4,10,734.3168155761562,34.453793598815025
336,10300,meter_199,0,17,620.605396118875,16.596697457698333
337,15100,meter_199,1,17,697.8007951339687,21.639413576622534
338,19900,meter_199,2,17,764.071587765625,26.044679999414164
339,24700,meter_199,3,17,824.5111426258718,29.95714517736701
340,29500,meter_199,4,17,877.0584526232374,33.6351584227562
341,16900,meter_199,0,28,705.6257096174877,23.950374496928852
342,21700,meter_199,1,28,785.0577411981626,27.64127892921768
343,26500,meter_199,2,28,856.68300470185,30.933262192148604
344,35500,meter_199,0,59,802.0442366194782,44.26189775969005
345,108700,meter_199,0,181,894.3845686840564,121.53608616026844
346,1900,meter_198,0,3,427.80851231196584,4.44123935199888
347,6700,meter_198,1,3,432.86249431243095,15.478356494346869
348,3100,meter_198,0,5,549.5720021576094,5.640753145774272
349,7900,meter_198,1,5,586.8007610106877,13.462831892707982
350,12700,meter_198,2,5,590.6994778838125,21.499934358327
351,17500,meter_198,3,5,591.4513803164534,29.588230888288237
352,22300,meter_198,4,5,591.4918013684533,37.70128334561452
353,4900,meter_198,0,8,713.0067614536501,6.87230509569092
354,9700,meter_198,1,8,785.4093939023,12.350246986231767
355,14500,meter_198,2,8,815.03927534375,17.790553705383704
356,19300,meter_198,3,8,832.7450888803751,23.176360038278737
357,24100,meter_198,4,8,841.6739395295499,28.633415944267675
358,28900,meter_198,5,8,844.867563521675,34.206544608643355
359,6100,meter_198,0,10,793.4472009062501,7.687972171346466
360,10900,meter_198,1,10,881.1364391744376,12.3703884159104
361,15700,meter_198,2,10,923.8293652230313,16.994480356455977
362,20500,meter_198,3,10,955.1987398819065,21.46150234927494
363,25300,meter_198,4,10,978.2916086165937,25.861409601352747
364,30100,meter_198,5,10,993.2576063639062,30.304323679120227
365,7900,meter_198,0,13,879.0587142532845,8.986885485471408
366,12700,meter_198,1,13,976.9737588166627,12.999325606639207
367,17500,meter_198,2,13,1036.985478981747,16.875839010960764
368,22300,meter_198,3,13,1086.7736052552252,20.519453078512075
369,27100,meter_198,4,13,1126.4921970604,24.056979773777304
370,31900,meter_198,5,13,1157.7042876048408,27.554532138770504
371,36700,meter_198,6,13,1181.0257859495814,31.074681380044602
372,10900,meter_198,0,18,965.991090168644,11.283747967175415
373,15700,meter_198,1,18,1060.3185306771313,14.806871280438534
374,20500,meter_198,2,18,1130.8279558624565,18.128310229441684
375,25300,meter_198,3,18,1195.9625924186753,21.154507808504373
376,30100,meter_198,4,18,1255.1874813222876,23.980481360673632
377,34900,meter_198,5,18,1307.6047169679314,26.69002302234423
378,39700,meter_198,6,18,1352.4216604356252,29.35475019470801
379,44500,meter_198,7,18,1389.1900783248875,32.033053427547486
380,16900,meter_198,0,28,1046.2158919459375,16.153453727955124
381,21700,meter_198,1,28,1131.7491665034377,19.173859934920557
382,26500,meter_198,2,28,1206.0179737365752,21.973138524540985
383,31300,meter_198,3,28,1276.7097628723877,24.51614369234565
384,36100,meter_198,4,28,1343.22695241175,26.87557745560631
385,40900,meter_198,5,28,1404.7995094927378,29.11447485824413
386,45700,meter_198,6,28,1460.4046585486003,31.29269667313867
387,34900,meter_198,0,58,1127.7757593597814,30.945868192637974
388,118300,meter_198,0,197,1204.4367628235877,98.22018361733387
389,700,meter_197,0,1,67.98937848203809,10.295725827011802
390,5500,meter_197,1,1,96.87439607038874,56.77454748728148
391,1900,meter_197,0,3,113.63066660367366,16.72083828062814
392,6700,meter_197,1,3,198.13200715703124,33.8158387235731
393,3700,meter_197,0,6,159.81518279043746,23.151742753075833
394,8500,meter_197,1,6,243.71131532028372,34.87733012654484
395,7300,meter_197,0,12,196.13141910966243,37.21994177749956
396,22300,meter_197,0,37,226.33322476184685,98.52729321320184
397,700,meter_196,0,1,110.06617160419876,6.359810555755686
398,5500,meter_196,1,1,125.48475698033678,43.8300247165625
399,700,meter_196,0,1,110.06617160419876,6.359810555755686
400,5500,meter_196,1,1,125.48475698033678,43.8300247165625
401,1300,meter_196,0,2,146.3978521821674,8.879911696944635
402,6100,meter_196,1,2,193.71903204584748,31.488903984180105
403,1900,meter_196,0,3,164.4410575113625,11.55429202873324
404,6700,meter_196,1,3,229.91002404487125,29.141835062799913
405,11500,meter_196,2,3,257.9631004730494,44.58001930861991
406,4300,meter_196,0,7,197.9837594599669,21.71895316933547
407,9100,meter_196,1,7,274.5336633189612,33.147118972536916
408,9100,meter_196,0,15,223.6281511596344,40.692551241028994
409,34300,meter_196,0,57,251.789660704345,136.22481520508322
410,700,meter_195,0,1,193.20587547893433,3.623078222982523
411,5500,meter_195,1,1,193.3004822414905,28.45311059870427
412,1300,meter_195,0,2,270.84381058186887,4.799814318101409
413,6100,meter_195,1,2,279.44741448298123,21.828793840465107
414,1900,meter_195,0,3,328.04705602059994,5.791852007599447
415,6700,meter_195,1,3,364.56850727478104,18.3778902080264
416,11500,meter_195,2,3,365.4063465317563,31.471812433341444
417,2500,meter_195,0,4,368.5823222138374,6.782745262941816
418,7300,meter_195,1,4,433.29364521282514,16.847696892518204
419,12100,meter_195,2,4,448.84668982916264,26.957979805098773
420,16900,meter_195,3,4,450.24868824933765,37.53481229609082
421,3700,meter_195,0,6,424.08142304828743,8.724739634677901
422,8500,meter_195,1,6,502.0956086009685,16.929046688307572
423,13300,meter_195,2,6,551.3445583561561,24.12284622823556
424,18100,meter_195,3,6,583.2705436521187,31.031911686586767
425,6100,meter_195,0,10,491.4237526060938,12.412912415508583
426,10900,meter_195,1,10,572.1755346178436,19.05009798659098
427,15700,meter_195,2,10,636.9158679634686,24.650037453456097
428,20500,meter_195,3,10,691.0969905876875,29.662985484233456
429,25300,meter_195,4,10,732.3114884036249,34.548140239001015
430,10900,meter_195,0,18,564.7175479143684,19.301684603668157
431,15700,meter_195,1,18,645.0075947270874,24.34079866399544
432,20500,meter_195,2,18,714.2414940654937,28.701776878452
433,25300,meter_195,3,18,773.7135615149061,32.69943976484452
434,22300,meter_195,0,37,627.1170735112626,35.559548514826886
435,79900,meter_195,0,133,694.4365540247811,115.05730730463355
436,700,meter_194,0,1,51.712041174628666,13.536499122827877
437,5500,meter_194,1,1,53.50958833360187,102.78531701104905
438,1300,meter_194,0,2,109.89254770916864,11.829737567286717
439,6100,meter_194,1,2,124.96957892099101,48.811879280289304
440,2500,meter_194,0,4,201.96338832620745,12.378481172845284
441,7300,meter_194,1,4,255.11899207804754,28.614098623307274
442,12100,meter_194,2,4,268.623593950815,45.04444238139227
443,3700,meter_194,0,6,284.87201031196867,12.988289007221386
444,8500,meter_194,1,6,357.4940730349524,23.776617966947246
445,13300,meter_194,2,6,386.1539264389187,34.442223914829924
446,4900,meter_194,0,8,347.77599676298985,14.089529023302207
447,9700,meter_194,1,8,429.75560385103995,22.57096804108731
448,14500,meter_194,2,8,468.34964007632993,30.9597761143509
449,7300,meter_194,0,12,447.3673893463499,16.317684690129195
450,12100,meter_194,1,12,532.41365107504,22.726690000468434
451,16900,meter_194,2,12,584.7808229553125,28.899716503342752
452,21700,meter_194,3,12,622.2822661368449,34.87163491692369
453,10900,meter_194,0,18,506.9134787511049,21.502683311666118
454,15700,meter_194,1,18,587.5248347882799,26.72227465185815
455,20500,meter_194,2,18,646.9964620328537,31.68487187022521
456,21100,meter_194,0,35,566.1581906325844,37.268735751088194
457,60700,meter_194,0,101,619.2023393551293,98.0293454046318
458,1300,meter_193,0,2,151.1913745328127,8.598374107101357
459,6100,meter_193,1,2,152.66567879521267,39.956590427784384
460,1900,meter_193,0,3,222.91732851159372,8.523339179982964
461,6700,meter_193,1,3,235.65141414247387,28.43182598492368
